# density,m,p,t,a,sa1,sa2,sa3,sa4,sa5,sa6,sa7
-3.639106619684899790e-01,-6.148081529553606900e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.613244550821847145e-03,8.889708555002248658e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.866649225828578951e-01,2.111158780960520620e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.204510700569581205e-02,3.304981445107376681e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.197193121509019353e-01,3.643974611772412553e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.155545257116420310e-01,3.739406639192202064e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.120463460649980370e-03,1.537388354220358966e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.523233238950650437e-01,2.267213894365567584e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.111359106203475111e-02,-7.605725516347863757e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.301580351563478843e-01,1.736443009760512413e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.794974311985740423e-01,3.271276354908188022e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.486533666445767121e-02,2.850301759440770910e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.600249276984706981e-02,2.312582374170073785e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.903689978290252327e-02,3.815046493756788504e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.842206681747510899e-03,9.715851589985613490e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.082789374099394242e-01,1.142375537297924404e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.379550903026321884e-01,3.543105635967017664e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.987160066759243171e-01,-6.274134616721341318e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.252141535433850095e-01,3.067720167701588618e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.764181442540974420e-01,2.363171112667026008e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.516298161859963134e-01,1.032502844629625827e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.290600709266512158e-01,2.024298051139260257e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.067590431748912216e-02,3.930190210764220593e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.735215741967527925e-01,3.773144163237219795e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.095583196596972009e-03,-8.010960295779288864e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.486816852713856996e-01,1.081087439851092236e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.383834091234815489e-02,-6.605257042647075250e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.990188612224383147e-01,1.780106638870002367e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.924509561984107275e-02,9.657364046662827994e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.546001993565350840e-01,1.290650076797986434e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.066445674164245294e-01,-9.876677721691794198e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.406393537902852042e-01,4.935052975848904788e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.112984338669738671e-01,2.196771379225429255e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.349420515971917922e-02,1.771071470055434471e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.620947011969019025e-01,2.106566333998002027e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.626218720615416724e-01,-7.315515908172438853e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.889094700380895997e-01,2.795914023551294703e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.394478484939339236e-01,1.543328142125493241e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.613284967235362077e-01,2.832179473864193664e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.088922221527833578e-02,-3.462202274253747825e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.225932213169719232e-01,2.244942086523595004e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.497381495324415224e-01,-8.548520479379989601e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.116972656298636291e-01,3.518532774033558685e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.127502028911139154e-01,3.276179918062134266e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.303098756195337549e-01,3.411918142745092863e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.276084687455152356e-01,1.376980624941340492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.642810545481787399e-01,-4.062043753449412486e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.947496376992353118e-01,1.239744249601176795e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.375694090831041994e-01,3.713647451707760005e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.890870592898833968e-01,-1.390912107087308169e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.464463056644800698e-02,4.539679469146288282e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.618111113120603406e-02,2.060920554168523544e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.380121022954419296e-01,1.994303740156999349e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.245446566768968033e-01,3.075127150039502766e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.915826243537118057e-02,1.091716020565795808e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.562938395096692412e-01,-2.354223384505023386e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.034967064139005855e-01,2.231704827327446461e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.893186783140346940e-01,2.386160284848819757e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.566829889202662418e-02,1.626379356289980038e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.980148388387497627e-01,4.239210975687814908e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.502812711751431718e-01,3.553872641498684315e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.465574651160795661e-02,2.702649001918460137e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.137179574215995692e-01,4.725169918792218593e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.497755935145328010e-01,3.017982598039329334e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.099725769900521177e-01,4.171797266016759043e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.964377971774893816e-01,-4.424916028191028944e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.513315483777046389e-02,-3.061273531048823437e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.997112781935933334e-02,1.385982692450409282e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.403467582043467554e-01,3.426303361356586308e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.396729274197337056e-01,2.984017608893442253e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.713703407492986441e-01,2.266692884551731180e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.107482120833893635e-01,-5.548101377211761553e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.053024583124360203e-01,2.177340118962781401e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.884986389306093968e-01,3.893066039482560026e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.676926579187937083e-01,2.331248851992298587e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.152871689276316336e-01,3.338135857621474800e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.447184474209069927e-01,4.148758624669057760e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.244930281609074929e-01,4.608118317491544103e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.140784890764281356e-01,-7.371947396547949560e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.427509572236291380e-02,-3.658663707516113250e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.448082656196586826e-01,2.582361179524442774e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.543386158996630009e-03,-4.485364482935221692e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.658681478880370319e-01,4.788439316321453365e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.743529082138658759e-01,-1.424582002873267528e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.879852680847534430e-01,1.596115976812670645e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.065676228140987392e-01,2.787672581031205299e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.571399994595746197e-01,8.478103565377928530e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.181183595687146370e-01,2.279269339926665305e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.054342341322434873e-01,3.761323231247594157e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.678041007630309833e-01,-7.266105453764915012e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.527509427684116017e-01,4.232190066580829857e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.019703384350209130e-01,1.219022952465569354e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.795092350651332325e-01,-3.031194417016228049e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.880853254798882102e-01,2.946695608168872216e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.241213693626260550e-01,1.871106462610917787e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.572756921593045476e-02,2.449212612331271577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.195511519829410063e-01,7.577506096122557655e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.139478585022635215e-02,2.613712762893648511e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.137229065754369106e-02,2.372496975026213983e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.108139509467488182e-02,3.981581917548104865e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.198644539469533310e-02,2.058737342553219885e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.570927618981166729e-01,1.520570810884534774e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.033315276518822934e-01,-3.157633744280721744e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.660423097695680084e-01,6.068753119757724912e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.597052942529884501e-01,3.491682321745607220e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.327149445561051522e-02,-7.767821933677905577e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.284676952548162276e-01,1.194251489788781262e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.030183195285605313e-02,1.296124294435408719e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.082977273409289398e-01,4.774129821132091500e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.134570149997512933e-01,1.183468613356218613e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.604654870455604510e-01,1.238244551213751876e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.950534930184700921e-01,2.806818105261910112e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.429926928489717364e-01,4.169952802585203955e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.013497613221129967e-01,2.253783044991900797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.827537129412232675e-01,1.704185736698195230e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.833033057295913926e-01,-6.049138487005666087e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.755945995866120324e-02,-5.014967014665965700e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.734682902096290169e-01,-9.395562781936953045e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.720991550869535480e-02,5.372666128423991827e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.549674318520200544e-01,2.203574535198040973e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.426387629335303275e-01,2.327250415416459439e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.023532101470466582e-01,1.720438284685534003e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.403182806456945708e-01,3.498910803714941897e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.443323264272641238e-01,1.493158326002269054e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.834276910702694163e-02,1.302780809332574063e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.542226835144145713e-02,-9.817247800278630643e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.677090399195088732e-01,3.432882890683705002e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.773274139493214885e-01,7.533751601863158953e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.093624707260913098e-02,1.996735318716708896e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.261111276923737368e-01,3.444143880712371431e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.312675433635388522e-01,3.434366482684239053e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.926259317163221851e-01,-3.418621043155641026e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.388518530701237208e-01,2.892659017256764553e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.600293381906176315e-01,-3.996530099333178709e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.915710709106186571e-01,2.413493980407275530e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.247397964693378380e-01,1.602997080232942684e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.890918951511697643e-01,7.256344124652314154e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.612501317162913783e-01,2.696003139682464633e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.969892050177330489e-01,1.583536605492127103e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.748362821020806646e-01,3.980846479770890900e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.799292475990292850e-01,1.973947549788371003e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.917994742141081455e-01,-3.342843481900865943e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.312368348311855781e-02,3.227580479256724200e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.351415655910304103e-02,-4.983102915791349369e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.045467975248206116e-02,4.439069231950835137e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.179956906520763238e-01,3.858004161614052574e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.851333949771606813e-01,4.023074848520764579e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.911097273569752453e-03,8.969380534521592674e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.309593700456889165e-01,2.773879400374864579e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.730821651755091617e-01,-8.020958194832683574e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.015096411068919569e-01,3.297845637103888894e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.416311633870246167e-01,1.567904003053646467e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.175140251036555283e-01,1.605207551468751104e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.610001211594011994e-01,-6.617151219754457969e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.968807822320993162e-01,7.580296348790094285e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.323272288449609424e-01,1.402979779078580291e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.094505315096921283e-01,4.161725873729104075e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.650949259456558460e-02,7.719484935174808493e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.443450143114126227e-01,4.633992814673136840e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.336860249629370556e-01,-5.247584964749883729e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.085453152506391739e-02,1.435979731386627656e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.978943374063662386e-01,1.882052966849375453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.745206497895664399e-01,2.351321594836522644e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.169768487707934512e-01,4.283845174427388658e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
